vk_id,friends_count,photo_count,likes_total,average_likes,groups_count,average_member,male_ratio,female_ratio,unknown_ratio,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness,pe_0,pe_1,pe_2,pe_3,pagerank,degree,clustering,betweenness
164481020,0.3890785,0.8481229,0.55972695,0.3105802,0.37883958,0.2320819,0.71672356,0.3105802,0.0,1.0,1.0,1.0,1.0,1.0,-1.5861669,-0.56381303,0.44028738,-0.9609377,0.13260506,0.1823543,0.7096584,-0.5256915
170387611,0.5017065,0.21501707,0.2320819,0.29863483,0.49658704,0.6211604,0.23890784,0.7883959,0.0,0.18771331,0.3139932,0.4112628,0.6040956,0.28668943,0.5317841,1.408703,-0.7889562,0.37760293,-0.5152738,-0.4997343,0.36493093,-0.75190026
174095608,0.66382253,0.93174064,0.86006826,0.49829352,0.6348123,0.8566553,0.18771331,0.83959043,0.0,0.70307165,0.088737205,0.5546075,0.6040956,0.39761093,0.23987208,0.89287007,-1.3856463,0.702749,0.39332476,0.3869809,-0.47542205,0.07149988
173998370,0.6552901,0.609215,0.665529,0.7372014,0.48976108,0.6177474,0.15358362,0.8737201,0.0,0.5546075,0.33959043,0.6757679,0.83617747,0.86860067,0.9471927,1.5782377,1.7417983,0.020896792,-0.34781387,-0.43152544,-1.0254197,-0.031245654
174621283,0.13993174,0.25255972,0.29180887,0.46587032,0.34641638,0.8020478,0.8447099,0.18259385,0.0,0.020477816,0.37201366,0.2576792,0.13822526,0.20819113,1.4809096,-0.82666093,-0.61160177,0.24494548,-0.01992539,-0.022272281,-0.19299811,-0.27185544
188005546,0.39761093,0.0,0.0,0.0,0.18259385,0.94880545,0.6757679,0.35153583,0.0,0.40784982,0.48293516,0.51365185,0.6877133,0.6672355,1.6645161,-0.9144942,-0.3183552,-0.5265499,-0.24271311,-0.24395108,0.12507603,-0.44908214
188144085,0.42662117,0.7064846,0.9931741,1.0,0.18771331,0.6416382,0.5460751,0.48122868,0.0,0.46587032,0.48293516,0.36177474,0.7440273,0.7764505,0.37401465,0.5338916,-0.6435941,-0.64522237,-1.6507869,-1.6422328,0.7418688,-0.9759178
181507079,0.8737201,0.66382253,0.5904437,0.54266214,0.9351536,0.42320818,0.6006826,0.42662117,0.0,0.49658704,0.8020478,0.7201365,0.83617747,0.48122868,-0.6725366,0.1575435,-0.6421938,0.508965,1.2573515,1.2736961,-0.74466306,0.98106503
183389787,0.49317408,0.9215017,0.7337884,0.34414107,0.5102389,0.7337884,0.09556314,0.93174064,0.0,0.46587032,0.6433447,0.86177474,0.8668942,0.7764505,-0.85211575,0.07323868,-0.88741034,0.63550025,0.36414114,0.42108533,0.11787556,-0.3243741
190705207,0.9556314,0.98634815,0.99658704,0.76450515,0.43856657,0.552901,0.24914676,0.778157,0.9044369,0.43515357,0.5665529,0.4112628,0.6279864,0.52901024,-0.46888497,0.60575527,-0.57019585,0.6825901,-0.50037277,-0.5167865,-0.13108654,-0.41904953
193278030,0.71672356,0.8327645,0.85324234,0.7201365,0.3327645,0.91808873,0.38566554,0.6450512,0.0,0.70307165,0.049488056,0.6757679,0.47269624,0.11262798,-0.2891009,0.6267677,-0.9697588,0.7052909,-1.1389868,-1.0965618,1.1857147,-0.9479941
198111445,0.35836178,0.80716723,0.7713311,0.62457335,0.92491466,0.39590445,0.8447099,0.18259385,0.0,1.0,1.0,1.0,1.0,1.0,-0.85800815,-0.11747978,-0.4493056,0.8791021,0.9709469,1.0008607,-0.300183,0.49671146
198441535,0.43686005,0.34129694,0.4215017,0.665529,0.20989761,0.13993174,0.8225256,0.19453925,0.9931741,0.34300342,0.37201366,0.20648465,0.10750853,0.88566554,1.7381035,-1.878938,0.087419964,-0.018567465,-0.75374126,-0.7384653,1.4733588,-0.9120893
200739691,0.7389079,0.21501707,0.49829352,0.9897611,0.5699659,0.72696245,0.37201366,0.6552901,0.0,0.84641635,0.7457338,0.32935154,0.3890785,0.6177474,0.8181962,1.6038158,-0.7051548,-0.33157483,-0.2592152,-0.32921216,-0.5368604,-0.13620164
200875587,0.7474403,0.64675766,0.5085324,0.44709897,0.03924915,0.058020476,0.63139933,0.3890785,0.9556314,0.6177474,0.22696246,0.78156996,0.03583618,0.35836178,-0.86759424,-0.3484541,0.6072997,0.23493934,-2.0740037,-2.0685382,1.7173493,-1.0084757
206020825,0.69283277,0.5716724,0.7064846,0.887372,0.20136519,0.29351535,0.99658704,0.030716723,0.0,0.6825939,0.6109215,0.51365185,0.44880545,0.32593855,0.35472274,0.43095604,0.5543083,0.5998068,-1.8967032,-1.898016,-0.85462195,-0.98297226
202006292,0.831058,0.609215,0.46075085,0.42662117,0.96245736,0.105802044,0.7474403,0.27986348,0.0,0.38395905,0.5238908,0.4112628,0.44880545,0.52901024,-1.2549345,-0.44416308,0.23739997,0.61654127,-0.083922155,-0.05637671,0.2863399,-0.42339382
209927928,0.5870307,0.9283276,0.9283276,0.67235494,0.48122868,0.6040956,0.17064847,0.86006826,0.0,0.18771331,0.8805461,0.6757679,0.83617747,0.28668943,0.193732,0.8369491,-1.6682099,0.39567032,-0.91799355,-0.8919353,0.6300932,-0.8564634
204996626,0.97269624,0.6023891,0.6040956,0.6518771,0.890785,0.69283277,0.91808873,0.10921501,0.8976109,0.34300342,0.1331058,0.05972696,0.3208191,0.11262798,0.30414248,0.039244626,-0.13290943,0.28817198,2.2730815,2.1263068,-1.71831,5.6665683
219522993,0.9761092,0.62969285,0.60750854,0.60750854,0.4095563,0.35153583,0.9556314,0.07167236,0.9453925,0.34300342,0.6996587,0.29863483,0.07167236,0.13822526,-1.5462391,-0.7000057,0.516142,-1.0514098,0.27107662,0.31877202,0.5349151,-0.42770833
227546481,0.1996587,0.0,0.0,0.0,0.044368602,0.28327644,0.79010236,0.23720136,0.0,0.18771331,0.06313993,0.1109215,0.41808873,0.058020476,-0.46793133,-0.052123196,0.5737727,-0.41266826,-1.9121928,-1.9321204,0.03785885,-0.9405679
223837253,0.092150174,0.0,0.0,0.0,0.47440273,0.6518771,1.0,0.027303753,0.0,0.26962456,0.2576792,0.081911266,0.21843003,0.13822526,1.6659328,-0.23636836,-0.31743094,-0.8544337,0.31124473,0.26761538,-0.6753841,0.27486333
231887615,0.20819113,0.21501707,0.34812286,0.7440273,0.023890786,0.09897611,0.92491466,0.102389075,0.0,0.6825939,0.7457338,0.5546075,0.41808873,0.86860067,0.6044692,1.650412,5.672696,2.1502066,-1.9624777,-2.0003293,2.5210903,-1.010135
213716198,0.98293513,1.0,0.9897611,0.41638225,0.9044369,0.8191126,0.044368602,0.98293513,0.0,0.5546075,0.100682594,0.6757679,0.27303755,0.90102386,0.27336067,1.1795045,-0.92119616,0.36205912,0.99989855,0.9838084,-0.96353334,0.71724135
238870082,0.12286689,0.0,0.0,0.0,0.6808874,0.41979522,0.62457335,0.40273038,0.0,0.2440273,0.7713311,0.32935154,0.41808873,0.8020478,1.7382848,-0.1022627,0.67761546,-0.5457396,0.44168538,0.35287645,-1.0326054,0.8122819
234169214,0.57337886,0.0,0.0,0.0,0.26450512,0.87030715,0.7064846,0.3208191,0.0,0.63822526,0.71843004,0.32935154,1.0,0.6177474,0.97807986,2.116262,1.7058686,0.9660899,-0.51476854,-0.6020476,-0.34585124,-0.31990558
237338911,1.0,0.5068259,0.47895336,0.5784983,0.8430034,0.12969284,0.61433446,0.4129693,0.9112628,0.46587032,0.5238908,0.2576792,0.3890785,0.20819113,-0.13214935,-1.2112834,0.05303031,0.33300802,1.2830578,1.2907484,-0.835437,1.3620316
242843640,0.66382253,0.45051193,0.5767918,0.7679181,0.63139933,0.9146758,0.29692832,0.7303754,0.0,0.46587032,0.40784982,0.5546075,0.7883959,0.39761093,0.1151014,1.2019405,-0.29841813,-1.7512178,1.0879704,1.034965,-1.2494206,1.3954622
254041076,0.18259385,0.25255972,0.278157,0.39419794,0.39419794,0.9453925,0.887372,0.13993174,0.0,0.18771331,0.48293516,0.6757679,0.41808873,0.20819113,-0.35184342,0.49336496,-0.76287955,0.48849216,0.9689336,0.9838084,-0.5357817,0.62671155
244326131,0.3686007,0.7201365,0.70307165,0.63822526,0.5255973,0.97952217,0.98293513,0.044368602,0.0,0.26962456,0.48293516,0.32935154,0.18600683,0.39761093,0.4830772,1.72628,-1.2281007,0.07083535,0.3159162,0.26761538,-0.6377977,0.1117661
262735757,0.48293516,0.0,0.0,0.0,0.9590444,0.13651878,0.8959044,0.13139932,0.0,0.6177474,0.28498295,0.6757679,0.41808873,0.28668943,-1.2502085,-0.4208271,0.16167624,0.6684268,-0.025295617,0.04593658,0.8150297,-0.70166665
263562004,0.5102389,0.25255972,0.63822526,0.99658704,0.5802048,0.7064846,0.5221843,0.50511944,0.0,0.63822526,0.37201366,0.17918089,0.6040956,0.8549488,1.2385094,-0.6088219,-0.89141047,-0.3224393,0.33372694,0.35287645,-0.4139055,-0.09005709
266473397,0.4675768,0.0,0.0,0.0,0.59726965,0.2662116,0.3651877,0.66211605,0.0,0.26962456,0.48293516,0.51365185,1.0,0.6177474,1.9101738,-1.2471521,0.65395606,-0.5646667,-0.42068502,-0.4997343,0.16155085,-0.042431016
239040187,0.63139933,0.4675768,0.4675768,0.5904437,0.90102386,0.25597268,0.5392491,0.4880546,0.0,0.29863483,0.8634812,0.6757679,0.21843003,0.8020478,-1.093065,-0.44049245,-0.20309606,0.8747189,0.7207787,0.74507743,-0.009704382,0.25575858
273727808,0.14675768,0.4129693,0.0,0.0,0.023890786,0.23549488,0.443686,0.58361775,0.0,0.11945392,0.6433447,0.29863483,1.0,0.7474403,-0.55206347,-0.34190086,0.061519634,0.9505552,-2.2485938,-2.2390602,2.5210903,-1.010135
277646842,0.52901024,0.68600684,0.7986348,0.85324234,0.48464164,0.9419795,0.6825939,0.3447099,0.0,0.18771331,0.5238908,0.22354949,1.0,0.32593855,0.4803483,1.4852676,0.9688051,0.67003226,0.47306785,0.4040331,-0.8743785,0.6765227
279644673,0.25597268,0.45051193,0.66040957,0.89419794,0.9556314,0.4778157,0.5153584,0.51194537,0.0,0.34300342,0.68430036,0.60580206,0.1569966,0.17576791,-0.4491258,0.47081488,-0.361923,0.15450586,0.81967187,0.86444294,-0.40237457,0.14140025
275856665,0.45904437,0.28327644,0.44027305,0.7918089,0.15017065,0.99658704,0.9658703,0.061433446,0.0,0.43515357,0.100682594,0.4112628,0.34129694,0.5716724,0.61026806,1.3694664,-0.9098322,0.11388224,-0.73345363,-0.72141314,0.6890291,-0.8274064
285827903,0.37372014,0.39419794,0.6279864,0.9112628,0.2440273,0.9658703,0.33959043,0.6877133,0.0,0.49658704,0.3139932,0.20648465,0.49658704,0.8020478,0.26053604,1.3311334,-1.2436347,-0.20346648,-0.88290083,-0.87488306,0.5012314,-0.8281429
286653543,0.50511944,0.25255972,0.33959043,0.58361775,0.085324235,0.93856657,0.4778157,0.54948807,0.0,0.7372014,0.90102386,0.6365188,0.21843003,0.8020478,1.9128026,-0.9977433,0.06269891,-0.16940185,-0.36077014,-0.39742103,0.27612787,-0.30922097
292430172,0.72696245,0.9658703,0.9453925,0.59385663,0.97952217,0.67235494,0.93174064,0.09556314,0.0,0.11945392,0.8805461,0.5546075,0.83617747,0.6177474,0.385562,1.2778801,-0.39473948,-0.22066459,1.2883756,1.1713828,-1.4480937,2.2410517
296108769,0.35153583,0.62286687,0.5153584,0.49488056,0.8088737,0.66211605,0.6040956,0.42320818,0.0,0.2440273,0.44027305,0.60580206,0.887372,0.83788395,0.72927237,1.6199441,-0.46672586,-0.8056578,0.6472252,0.5745553,-1.1748688,0.7247246
286730672,0.8122867,0.7918089,0.8737201,0.8020478,0.5870307,0.48122868,0.18430035,0.8430034,0.0,0.49658704,0.6672355,0.45051193,0.47269624,0.25255972,-0.22528596,0.7843077,0.0965854,-2.6486046,-0.013198402,-0.039324496,-0.7294412,0.055510182
306527180,0.13993174,0.4129693,0.49146757,0.7064846,0.26962456,0.45051193,0.9590444,0.0665529,0.0,0.90614337,0.7457338,0.7201365,1.0,0.86860067,-0.5470667,0.58192766,2.8546293,1.7897476,-0.74120754,-0.75551754,0.054761283,-0.46545193
311553933,0.37372014,0.85324234,0.84641635,0.67918086,0.76450515,0.63139933,0.14334472,0.88395905,0.0,0.6552901,0.8020478,1.0,1.0,0.90102386,0.32465997,-0.14958519,-0.4736996,0.3030275,1.8838851,1.8705236,-1.3404762,2.373776
307408654,0.9897611,0.97269624,0.8976109,0.37542662,0.67235494,0.017064847,0.20477815,0.8225256,0.89419794,0.38395905,0.40784982,0.38225257,0.090443686,0.058020476,0.21138851,-1.9320993,0.3816792,0.054621503,0.26944008,0.3017198,-0.18829216,-0.09250946
314966528,0.59726965,0.0,0.0,0.0,0.5307167,0.556314,0.22354949,0.80716723,0.0,0.15358362,1.0,0.887372,0.83617747,0.7764505,-0.74819934,0.082094304,-0.9196551,0.7485432,0.21996388,0.28466758,0.20426376,-0.46924892
318565551,0.16040955,0.39419794,0.3686007,0.43686005,0.2337884,0.4334471,0.037542664,0.9897611,0.0,0.8242321,0.82764506,0.887372,0.017064847,0.11262798,0.21010771,-1.5987228,0.20588331,0.3519264,0.51661325,0.5745553,-0.025348471,-0.1582029
321902541,0.0,0.0,0.0,0.0,0.1109215,0.28668943,0.0,0.0,0.0,0.8242321,0.28498295,0.45051193,0.3208191,0.82081914,1.8994681,-2.0217252,0.013981301,-0.19250216,-0.90075856,-0.8919353,2.063808,-0.9601622
316367150,0.89419794,0.7389079,0.51877135,0.3532423,0.83959043,0.054607507,0.6894198,0.33788395,0.9283276,0.5546075,0.3139932,0.8088737,0.090443686,0.25255972,-1.5228802,-0.57283944,0.24109773,0.6518622,-0.43572947,-0.39742103,1.2674677,-0.7650902
324991546,0.11262798,0.54266214,0.59385663,0.70307165,0.17576791,0.37542662,0.11262798,0.91808873,0.0,0.22354949,0.2576792,0.1109215,0.7440273,0.5716724,0.17611596,-1.6990603,-0.018356096,0.49582782,0.47929463,0.5404508,0.06989412,-0.21126994
326646898,0.5665529,0.0,0.0,0.0,0.39419794,0.88395905,0.092150174,0.9351536,0.0,0.70307165,0.6433447,0.6365188,0.1569966,0.22866894,0.9182657,1.3266261,-1.121422,-0.82837945,-0.55193293,-0.6020476,-0.1267456,-0.47195977
326435000,0.4334471,0.0,0.0,0.0,0.054607507,0.98634815,0.4641638,0.5631399,0.0,0.11945392,0.33959043,0.78156996,0.83617747,0.6177474,0.3744542,1.185928,-0.7492073,-0.22567083,-1.5030757,-1.4887629,1.6679128,-0.9902408
315782586,0.47440273,0.0,0.0,0.0,0.43003413,0.7474403,0.5904437,0.43686005,0.0,0.2440273,0.44027305,0.36177474,0.52047783,0.13822526,-1.1151742,-0.28170833,-0.25618482,0.81874377,0.32214633,0.4040331,0.61325854,-0.58340585
332460612,0.52047783,0.0,0.0,0.0,0.8225256,0.54266214,0.1569966,0.87030715,0.0,0.26962456,0.15870307,0.025597269,0.18600683,0.058020476,-0.12433919,0.4477227,0.0073630405,0.104864605,1.7324044,1.6317927,-1.2810023,3.4640481
330843233,0.91808873,0.82935154,0.7849829,0.6211604,0.552901,0.80546075,0.04778157,0.97952217,0.0,0.5546075,0.7713311,0.48293516,0.80375427,0.6177474,0.17007188,-0.65009856,-0.673856,0.45095646,1.4710215,1.4953749,-0.91718525,1.259957
330019794,0.9419795,0.91808873,0.7918089,0.4334471,0.90784985,0.040955633,0.7337884,0.29351535,0.0,0.8634812,0.19624573,0.06825939,0.7627986,0.7474403,-1.5182797,-0.7926813,0.6204468,-1.201935,0.25505108,0.25056317,0.34099457,-0.08151197
339044677,0.86006826,0.5716724,0.43686005,0.42320818,0.87030715,0.30716723,0.8327645,0.19795223,0.9590444,0.6552901,0.7457338,0.7201365,0.3890785,0.39761093,-1.0467384,-0.29846796,0.0041639176,0.82472444,0.5589249,0.6257119,0.16329515,-0.27334112
342677599,0.5409556,0.6416382,0.7303754,0.8088737,0.721843,0.43686005,0.54266214,0.48464164,0.0,0.6177474,0.5665529,0.4112628,0.6279864,0.52901024,0.9043866,0.9604952,0.55915594,-0.968766,-0.073825985,-0.14163779,-1.1348699,0.17309546
342894002,0.49317408,0.66382253,0.67235494,0.6757679,0.40443686,0.49829352,0.10409556,0.92662114,0.0,0.38395905,0.5665529,0.5546075,0.29863483,0.39761093,0.39556918,1.052269,-1.2706753,-0.6219459,-1.3833352,-1.3693973,0.6517836,-0.95000446
347245137,0.87713313,0.5238908,0.39590445,0.4095563,0.8668942,0.16382253,0.06825939,0.9590444,0.0,0.40784982,0.5665529,0.45051193,0.41808873,0.39761093,-1.0157764,-0.06383065,2.0696096,1.4007158,0.7500036,0.74507743,-0.31528562,0.94017965
357733332,0.26279864,0.0,0.0,0.0,0.2440273,0.6587031,0.8088737,0.21843003,0.0,0.34300342,0.33959043,0.4112628,0.21843003,0.22866894,1.148913,1.3720082,3.2517982,0.69243485,-1.0097488,-1.0795096,-0.94353914,-0.60515696
350707219,0.07679181,0.0,0.0,0.0,0.010238908,0.010238908,0.7525597,0.27474403,0.0,1.0,1.0,1.0,1.0,1.0,-0.18639658,0.121805064,-0.6662169,0.7210544,-2.2935705,-2.290217,2.5210903,-1.010135
371698248,0.2901024,0.65358365,0.61433446,0.5784983,0.4641638,0.443686,0.0784983,0.94880545,0.0,0.29863483,0.82764506,0.45051193,0.52047783,0.25255972,-1.3925613,-0.6194268,-0.034991864,0.9516611,0.12626895,0.19940652,1.1229051,-0.6727809
360118218,0.6109215,0.6348123,0.83617747,0.93856657,0.668942,0.71672356,0.28327644,0.7440273,0.0,0.087030716,0.33959043,0.86177474,0.7627986,0.28668943,-0.5345893,0.48341474,-0.7766567,0.5409908,1.1896132,1.2054873,-0.72903264,0.8108418
375713814,0.6450512,0.5238908,0.74061435,0.9419795,0.81569964,0.81569964,0.21501707,0.8122867,0.0,0.5870307,0.6672355,0.45051193,0.44880545,0.48122868,0.13206261,1.1167862,-0.81747174,-0.30036148,1.2371992,1.188435,-1.1861802,1.3830624
375927138,0.0,0.0,0.0,0.0,0.19795223,0.9761092,0.0,0.0,0.0,0.18771331,0.37201366,0.29863483,0.27303755,0.28668943,0.17878146,1.2154924,-0.5502359,0.1648104,-0.7284351,-0.7043609,0.5784912,-0.8340613
376549561,0.16552901,0.3139932,0.49488056,0.84641635,0.13481228,0.665529,0.7372014,0.2901024,0.0,0.6552901,0.48293516,0.13139932,0.83617747,0.28668943,0.43247396,1.0271132,-0.64481026,0.0009777986,-1.9056664,-1.898016,1.6771623,-1.0050912
377019727,0.76450515,0.5068259,0.3327645,0.27133107,0.8498294,0.221843,0.21843003,0.8020478,0.9522184,0.8088737,0.8805461,0.75938565,0.06313993,0.88566554,-0.013855327,-1.2603408,-0.12046468,0.3422601,1.0839758,1.1202261,-0.51958007,0.6729325
377618843,0.5409556,0.39419794,0.6825939,0.9692833,0.13481228,0.47440273,0.8191126,0.20819113,0.0,0.7372014,0.5238908,0.4112628,0.71672356,0.5716724,1.9356636,-1.643349,-0.05694199,-0.19322385,-0.7480363,-0.7384653,1.4470559,-0.90325946
384448101,0.49829352,0.36348122,0.39590445,0.5716724,0.44709897,0.5767918,0.9761092,0.051194537,0.0,0.5238908,0.0784983,0.081911266,0.052901022,0.35836178,0.023361482,0.82710487,-0.44170824,-0.32418248,-0.5589621,-0.550891,-0.09276871,-0.6073731
383444221,0.21672355,0.39419794,0.47895336,0.7133106,0.7133106,0.8498294,0.48464164,0.54266214,0.0,0.18771331,0.8020478,0.6757679,0.7627986,0.44197953,0.2685766,1.1849984,-0.77921677,0.16011553,0.5923388,0.5745553,-0.81845874,0.3669129
379914754,0.53583616,0.69283277,0.7542662,0.7713311,0.55972695,0.92491466,0.27303755,0.7542662,0.0,0.7679181,0.71843004,0.7457338,0.54266214,0.6177474,-0.40711257,0.61887026,-0.61330384,0.6974033,0.8748339,0.89854735,-0.47472924,0.35736704
384772002,0.45904437,0.48634812,0.3327645,0.2764505,0.68600684,0.16040955,0.60750854,0.41979522,0.0,0.84641635,0.82764506,0.60580206,0.778157,0.91638225,-1.5063044,-0.67455333,0.40470183,-0.9855542,0.33825788,0.3869809,0.5704459,-0.39504737
385135569,0.9044369,0.59385663,0.5324232,0.556314,0.9112628,0.07167236,0.7303754,0.29692832,0.0,0.90614337,0.85153586,0.78156996,0.54266214,0.6177474,-1.5375563,-0.6506611,0.44112447,-1.0929608,0.45518276,0.48929417,0.31510934,-0.21379071
385861420,0.44709897,0.62969285,0.62457335,0.6450512,0.6552901,0.8259386,0.49829352,0.52901024,0.0,0.7372014,0.5238908,0.78156996,0.49658704,0.6672355,1.2935094,0.09039054,-0.615407,-0.1199821,0.8830277,0.86444294,-0.96097094,0.71436036
386762884,0.9112628,0.45051193,0.8225256,0.9931741,0.87713313,0.51877135,0.24232082,0.7849829,0.0,0.6177474,0.22696246,0.60580206,0.6877133,0.44197953,-0.4434637,0.59879047,-0.45184842,0.24102947,1.5468205,1.5294793,-1.0563607,1.7121514
398537232,0.6825939,0.21501707,0.33959043,0.7235495,0.8805461,0.24232082,0.8259386,0.20477815,0.0,0.38395905,0.6433447,0.60580206,0.052901022,0.44197953,-1.1423091,-0.51042974,0.31730354,0.64892876,0.5158212,0.52339864,0.2338409,0.403379
395880254,0.34812286,0.7474403,0.6552901,0.5255973,0.7337884,0.40273038,0.63822526,0.39249146,0.0,1.0,1.0,1.0,1.0,1.0,-1.0560107,-0.21259709,-0.3748848,0.57700783,0.65107083,0.7280252,0.17964154,-0.30618078
390188652,0.24232082,0.48634812,0.41638225,0.46075085,0.3020478,0.45392492,0.40614334,0.6211604,0.0,0.43515357,0.3139932,0.32935154,0.1569966,0.17576791,-0.5986105,0.54627085,0.64641595,-4.2753954,-1.1365721,-1.1477185,-0.40871584,-0.7701492
409652005,0.90784985,0.4129693,0.3890785,0.51194537,0.82764506,0.14334472,0.334471,0.69283277,0.0,0.49658704,0.11945392,0.45051193,0.18600683,0.044368602,-1.4127443,-0.44656256,0.23189464,-1.052083,0.3897182,0.43813753,0.33809003,-0.28681082
399424857,0.39761093,0.42662117,0.7201365,0.9761092,0.35153583,0.7372014,0.25597268,0.77474403,0.0,0.5238908,0.8020478,0.8174061,0.12798634,0.52901024,0.3250721,-0.8414335,-0.4532164,0.5152578,1.1784475,1.188435,-0.7141116,1.0675972
420218705,0.049488056,0.0,0.0,0.0,0.12457338,0.31740615,0.97952217,0.04778157,0.0,0.015358361,0.6109215,0.4112628,0.08020478,0.39761093,1.8992339,-2.0287905,-0.12177276,-0.19348314,-0.904235,-0.8919353,2.141815,-0.9781817
413145606,0.58361775,0.36348122,0.6348123,0.92491466,0.6177474,0.83959043,0.75767916,0.26962456,0.0,0.49658704,0.37201366,0.60580206,0.06313993,0.52901024,0.8753362,1.4089215,-0.71146375,-0.9673503,-0.015881542,-0.05637671,-0.5917504,-0.16212548
414315708,0.7849829,0.0,0.0,0.0,0.778157,0.034129694,0.778157,0.24573378,0.97269624,0.2440273,0.19624573,0.1109215,0.52047783,0.39761093,0.012575276,-1.7578987,0.29009897,0.12679484,0.55914086,0.6086597,-0.17608221,-0.004201665
433914754,0.23720136,0.0,0.0,0.0,0.12457338,0.7883959,0.5631399,0.4675768,0.0,0.13993174,0.2576792,0.15187714,0.7883959,0.52901024,0.31053028,1.2632968,-0.8829348,-0.34678903,-1.5514137,-1.5399195,1.2980062,-0.98227143
432386050,0.6416382,0.8122867,0.7679181,0.61433446,0.31228667,0.47098976,0.2764505,0.75085324,0.0,1.0,1.0,1.0,1.0,1.0,-0.26275,0.7253869,1.1680778,-4.437106,-0.99048233,-1.028353,-1.0191303,-0.5557432
438098250,0.79692835,0.42662117,0.36006826,0.37201366,0.943686,0.11604095,0.67918086,0.34812286,0.0,0.13993174,0.40784982,0.86177474,0.5699659,0.7013652,-1.3487018,-0.6841535,0.13480906,1.1780461,0.427017,0.42108533,0.51537794,0.27934867
440118020,0.7303754,0.21501707,0.4641638,0.98293513,0.6262799,0.5324232,0.6211604,0.40614334,0.0,0.84641635,0.33959043,0.17918089,0.29863483,0.7474403,1.4771743,-0.05989832,-0.27863643,-0.8194637,0.6679735,0.59160745,-1.0877723,1.0850598
451887854,0.17064847,0.3139932,0.38566554,0.6348123,0.69283277,0.18088737,0.5767918,0.45051193,0.0,0.29863483,0.22696246,0.5546075,0.47269624,0.28668943,-0.020106297,-1.3980886,0.015410463,0.65620136,0.94627625,0.9838084,-0.4636549,0.51087147
464126932,0.23720136,0.0,0.0,0.0,0.6211604,0.51194537,0.37883958,0.6518771,0.0,0.8088737,0.049488056,0.6757679,0.0,0.7013652,-0.4935057,0.2875442,-0.52042294,-0.15709612,-0.46585637,-0.41447324,0.43027756,-0.74750054
464530078,0.42662117,0.65358365,0.78156996,0.86006826,0.102389075,0.58361775,0.13993174,0.890785,0.0,0.6177474,0.48293516,0.60580206,0.24914676,0.44197953,-0.005659478,0.5342871,-0.62203854,-0.032564525,-1.9828362,-1.9662248,1.3601311,-1.0062375
474086497,0.1569966,0.36348122,0.39590445,0.5716724,0.14163822,0.5221843,0.69624573,0.33105803,0.0,0.025597269,0.2576792,0.17918089,0.1569966,0.13822526,0.2073056,0.35620782,-0.008865941,-1.537835,-1.9864155,-1.9832771,0.69504714,-0.9995145
464036748,0.9453925,0.92491466,0.71672356,0.33105803,0.9675768,0.334471,0.7235495,0.30375427,0.0,0.18771331,0.15870307,0.29863483,0.47269624,0.081911266,-1.1634341,-0.46890745,-0.052456386,0.46413657,0.65726334,0.7280252,0.17434414,-0.26109424
478550443,0.40273038,0.3139932,0.31911263,0.39419794,0.93856657,0.07508533,0.5699659,0.4573379,0.0,0.11945392,0.48293516,0.5546075,0.83617747,0.17576791,-1.3433508,-0.78787845,0.23589009,1.18211,0.11583654,0.13119766,1.1331227,-0.20042647
498516222,0.092150174,0.0,0.0,0.0,0.7474403,0.8737201,0.86006826,0.1672355,0.0,1.0,1.0,1.0,1.0,1.0,-0.8598809,0.3213632,-0.41151574,-0.66504556,1.2238965,1.2395916,-0.6557624,0.87124693
492334321,0.61604095,0.0,0.0,0.0,0.6262799,0.19112629,0.8737201,0.15017065,0.9761092,0.9197952,1.0,1.0,1.0,1.0,-1.4226857,-0.7805869,0.20035897,1.0669577,-0.117920086,-0.039324496,1.4951051,-0.8488377
499385731,0.11774744,0.21501707,0.2320819,0.29863483,0.6450512,0.22525597,0.41638225,0.6109215,0.0,0.7133106,0.5665529,0.32935154,0.52047783,0.52901024,-0.015304531,-1.3649832,-0.07551787,0.34814572,0.9589662,1.0179129,-0.37345687,0.30754864
504091360,0.034129694,0.0,0.0,0.0,0.41979522,0.9692833,0.66382253,0.36348122,0.0,0.0068259384,0.22696246,0.17918089,0.7440273,0.17576791,0.57280356,1.5312526,-1.2224407,-0.10800555,0.09218662,0.08004101,-0.5000639,-0.27050042
504974762,0.42662117,0.36348122,0.59726965,0.90784985,0.27303755,0.84641635,0.6996587,0.32764506,0.0,0.79010236,0.5665529,0.58191127,0.29863483,0.6672355,0.44287392,1.1883442,-0.6490959,-0.4937038,-1.2179364,-1.2159274,0.27602527,-0.8934893
493345962,0.98634815,0.9044369,0.77474403,0.44027305,0.51877135,0.17747441,0.90784985,0.11945392,0.0,0.8242321,0.6109215,0.51365185,0.6040956,0.8020478,0.10262702,-1.5940784,0.50427973,0.15529262,0.6660169,0.6598163,-0.63844335,0.912245
504490553,0.69283277,0.71672356,0.52901024,0.40443686,0.890785,0.088737205,0.44709897,0.57337886,0.98634815,0.2440273,0.28498295,0.081911266,0.27303755,0.13822526,-1.4557412,-0.59594196,0.28817198,-0.8911832,0.5116942,0.55750304,0.19798286,-0.21811679
