vk_id,friends_count,photo_count,likes_total,average_likes,groups_count,average_member,male_ratio,female_ratio,unknown_ratio,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness,pe_0,pe_1,pe_2,pe_3,pagerank,degree,clustering,betweenness
11023152,0.92491466,0.97952217,1.0,0.8191126,0.74061435,0.5255973,0.4334471,0.5904437,0.9215017,0.38395905,0.5665529,0.45051193,0.49658704,0.83788395,0.6820518,1.4024712,-1.0773644,0.32544005,0.020920118,-0.022272281,-0.5081558,-0.06272044
12357222,0.9146758,0.7610921,0.6518771,0.5085324,0.59385663,0.06484642,0.58361775,0.44027305,0.94880545,0.38395905,0.100682594,0.22354949,0.07167236,0.037542664,-1.3111917,-0.6339558,0.4203077,0.0025965618,-0.74463665,-0.7043609,0.8935073,-0.84043455
9956462,0.8566553,0.36348122,0.5665529,0.8805461,0.58361775,0.76450515,0.87713313,0.15358362,0.0,0.6177474,0.6109215,0.48293516,0.13822526,0.48122868,0.19637913,1.3746917,-1.0175697,0.071547,0.14146015,0.13119766,-0.50985223,-0.15827723
17709712,0.7389079,0.90102386,0.9590444,0.88395905,0.7679181,0.79522187,0.35494882,0.67235494,0.0,0.7372014,0.8020478,0.78156996,1.0,0.7474403,-0.44064742,0.5480176,-0.95743936,0.5713157,1.2681674,1.2566439,-0.78659666,1.1387309
16224596,0.63822526,0.8225256,0.90784985,0.8498294,0.07337884,0.5017065,0.25938568,0.7713311,0.0,0.7372014,0.78156996,0.8976109,0.5699659,0.72696245,0.010372467,0.23686327,-0.4525556,0.4919911,-2.0333571,-2.0173814,1.1114792,-1.0072987
14528478,0.84641635,0.61604095,0.6757679,0.75085324,0.42662117,0.7713311,0.8634812,0.16382253,0.0,0.79010236,0.68430036,0.29863483,0.1569966,0.8020478,-1.0139132,0.59540373,-0.26652217,-1.6053293,0.25346437,0.25056317,-0.33712867,0.069700606
20065449,0.69283277,0.67235494,0.668942,0.668942,0.79522187,0.33788395,0.52730376,0.5,0.0,0.7679181,0.22696246,0.45051193,0.52047783,0.39761093,-0.981671,0.25657615,-0.14587295,-0.73630834,1.0117699,1.0008607,-0.62836486,1.0199051
20717384,0.7542662,0.5648464,0.70989764,0.9044369,0.37030718,0.7542662,0.5870307,0.443686,0.0,0.6552901,0.28498295,0.6757679,0.24914676,0.48122868,0.8476517,1.6557245,2.3665693,0.668425,-0.60249364,-0.68730867,-0.8472191,-0.25769803
20727752,0.88395905,0.89419794,0.94880545,0.79522187,0.7081911,0.67918086,0.41979522,0.60750854,0.9351536,0.5546075,0.28498295,0.17918089,0.10750853,0.081911266,0.4173304,-0.29419398,-0.0651559,-0.19302762,1.6337569,1.6317927,-1.1798698,1.8298717
20926219,0.19112629,0.9692833,0.91808873,0.45051193,0.665529,0.3890785,0.09897611,0.887372,1.0,0.0,0.0,0.0,0.0,0.0,1.1987052,1.81001,2.2574244,0.4501364,-0.4739049,-0.5849954,-0.93224466,-0.12068791
